n_folds,sharpe_mean,sharpe_std,sortino_mean,sortino_std,cagr_mean,cagr_std,max_drawdown_mean,max_drawdown_std,calmar_mean,calmar_std,cvar_95_mean,cvar_95_std,final_value_mean,final_value_std,total_return_mean,total_return_std,avg_turnover_mean,avg_turnover_std,total_cost_mean,total_cost_std,gross_return_mean,gross_return_std,turnover_mean,turnover_std,transaction_cost_mean,transaction_cost_std,slippage_cost_mean,slippage_cost_std,net_return_mean,net_return_std,drawdown_incremental_mean,drawdown_incremental_std,step_mean,step_std,portfolio_value_mean,portfolio_value_std,to_raw_mean,to_raw_std,to_shield_mean,to_shield_std,to_exec_mean,to_exec_std,alpha_t_mean,alpha_t_std,non_trade_flag_mean,non_trade_flag_std,dist_raw_exec_mean,dist_raw_exec_std,trade_budget_used_mean,trade_budget_used_std,factor_exposure_beta_mean,factor_exposure_beta_std,factor_exposure_momentum_mean,factor_exposure_momentum_std,factor_exposure_low_vol_mean,factor_exposure_low_vol_std,stress_signal_mean,stress_signal_std,vol_signal_mean,vol_signal_std,corr_signal_mean,corr_signal_std,regime_stress_prob_mean,regime_stress_prob_std,tau_min_t_mean,tau_min_t_std,tau_max_t_mean,tau_max_t_std,market_avg_corr_mean,market_avg_corr_std,market_realized_vol_mean,market_realized_vol_std,benchmark_return_1d_mean,benchmark_return_1d_std,fold_id_mean,fold_id_std,selected_seed_mean,selected_seed_std,validation_selection_score_mean,validation_selection_score_std,seed_test_sharpe_mean_mean,seed_test_sharpe_mean_std,seed_test_sharpe_std_mean,seed_test_sharpe_std_std,seed_test_calmar_mean_mean,seed_test_calmar_mean_std,seed_test_calmar_std_mean,seed_test_calmar_std_std,stress_fraction_mean,stress_fraction_std,shield_reduction_mean_mean,shield_reduction_mean_std,dominant_regime_mean,dominant_regime_std,gate_regime_mean_mean,gate_regime_mean_std,gate_asset_mean_mean,gate_asset_mean_std,gate_mean_mean,gate_mean_std,gate_std_mean,gate_std_std,model
13,0.9899762320609853,0.9920340830930875,1.4768469911006046,1.4843568861037135,0.16207020520202065,0.17805283814481498,-0.1550958898040255,0.09908660807063685,2.3237605394391907,2.8464524653685412,-0.42374571895334984,0.21896531910639408,1161969.040923143,178041.86626308545,0.16196904092314285,0.17804186626308546,0.021318200436465262,0.005126150388062075,0.008023066330219472,0.0019350010734617543,0.0006623280639107144,0.0005576503310266669,0.021318200436465262,0.005126150388062075,2.131820043646526e-05,5.126150388062076e-06,1.065910021823263e-05,2.563075194031038e-06,0.0006303507632560164,0.0005581132651181433,0.0035015074022073495,0.0011311435441716128,125.42307692307692,0.33085866411702414,1090133.8789853728,94491.70110397921,0.06987039023267314,0.010234394203312524,0.06987038753173415,0.01023439359121988,0.021318200436465262,0.005126150388062075,0.9999999576102749,6.668649457264712e-09,0.0,0.0,0.0607962295129874,0.011054024353399946,0.3112412997895687,0.07956646999983467,-0.14592782185713804,0.1416161227905798,0.04571195987665461,0.08852973806872463,0.11171265996040872,0.13212436862491128,0.5021601650944052,0.1705732394324377,0.5843289649020817,0.117259861631598,0.4950840100050996,0.10038007237122981,0.43468506219350433,0.46798653325196954,0.012510800825472025,0.0008528661971621887,0.06987039009433568,0.010234394365946264,0.011381522351903364,0.46674512338900115,0.5408036366342486,0.7343105897658652,0.014389239577272398,0.06946080165491517,6.0,3.7416573867739413,42.0,0.0,2.3259134207319083,2.516401608517691,0.9899762320609853,0.9920340830930875,0.0,0.0,2.3237605394391907,2.8464524653685412,0.0,0.0,0.49576820488824647,0.4251021821307008,0.6887587017430433,0.0795664680477901,1.0769230769230769,0.8284868934053083,0.6474286765339065,0.16880469632593265,0.4152508150438517,0.040095069041654434,0.531339745788879,0.0839842779086917,0.1684314694608901,0.061245723467814865,PPO_gated_full
